sexo,idade,faixa_etaria,cor_raca,escolaridade,horas_trabalho_por_semana,portador_de_deficiencia,tamanho_da_empresa,tempo_no_emprego,id
1,30,5,8,7,44,0,3,2.9,62853
1,49,6,99,9,40,0,10,165.9,1673334
2,22,3,8,7,44,0,4,9.6,407165
2,42,6,8,9,12,0,5,105.9,2046449
2,22,3,8,7,44,0,3,5.9,1045109
1,39,5,8,6,44,0,10,20.9,1259313
1,39,5,8,7,44,1,10,78.2,1325143
1,32,5,8,7,44,0,9,10.9,1299449
1,33,5,2,7,44,0,8,3.7,1343644
1,41,6,8,7,42,0,6,5.6,1562282
2,38,5,8,7,44,0,8,11.8,789721
1,24,3,8,9,44,0,5,18.8,1671054
2,44,6,8,9,44,0,6,8.8,976125
1,53,7,99,7,30,0,10,58.9,587352
2,44,6,99,9,20,0,10,201.7,918177
2,25,4,9,7,40,0,10,22.8,2394769
1,23,3,4,7,44,0,4,6.8,1504908
2,32,5,99,9,40,0,10,30.0,2048338
2,20,3,8,7,44,0,4,9.5,204699
2,34,5,99,9,36,0,10,22.9,2208837
1,47,6,99,7,40,0,10,191.0,84117
1,51,7,2,7,44,0,8,23.5,628497
2,47,6,99,9,20,0,10,321.5,2003972
1,48,6,99,7,30,0,10,163.9,1481050
2,33,5,8,7,44,1,7,65.3,2177815
1,18,3,8,7,44,0,4,3.4,2118135
2,48,6,99,9,40,0,5,268.9,1073826
1,62,7,99,7,40,0,8,160.4,2305823
2,37,5,99,9,30,0,10,77.6,2050301
2,38,5,8,8,44,0,6,20.1,1964720
1,39,5,9,7,44,0,2,4.8,336033
1,29,4,8,7,44,0,10,1.4,678296
2,20,3,99,7,40,0,9,45.9,810252
2,36,5,9,7,44,0,8,46.5,407432
2,38,5,8,7,44,0,10,3.9,821052
1,44,6,8,7,44,0,6,33.3,362770
2,56,7,2,7,30,0,9,188.8,1778964
1,56,7,99,9,40,0,10,98.6,2153559
2,32,5,99,10,40,0,10,66.3,437903
1,34,5,8,7,44,0,2,2.7,1270605
2,26,4,99,7,40,0,10,40.9,787122
1,44,6,99,9,40,0,10,124.8,2347142
1,20,3,9,7,44,0,9,1.6,684031
1,27,4,8,3,44,0,8,71.7,1112818
2,21,3,9,5,44,0,8,29.4,1726604
2,47,6,9,9,18,0,8,29.6,912540
1,29,4,9,7,44,0,7,2.3,353835
1,56,7,8,7,44,0,10,5.0,2302837
1,52,7,8,7,44,0,10,48.9,1334583
1,47,6,8,7,4,0,6,24.0,65310
2,26,4,8,7,44,0,3,21.9,406898
2,55,7,99,9,20,0,10,204.8,2021461
1,42,6,8,9,44,0,3,4.8,1652698
1,27,4,8,7,41,0,9,7.5,1476820
1,32,5,9,7,44,0,3,94.9,650178
1,39,5,99,5,40,0,10,196.0,26629
2,33,5,8,7,44,0,4,17.8,1894208
2,55,7,8,7,44,0,5,1.9,793056
2,54,7,99,7,30,0,10,425.6,392964
1,29,4,8,8,40,0,8,91.2,1602076
1,28,4,9,7,44,0,4,48.6,354037
2,31,5,99,7,40,0,10,123.1,2388324
1,23,3,8,7,44,0,4,6.3,1268552
2,40,6,99,9,25,0,9,154.3,428593
2,57,7,99,2,30,0,10,199.9,753887
1,21,3,8,7,44,0,4,19.9,330198
1,45,6,2,7,44,0,4,143.8,1432235
1,46,6,9,7,36,0,6,15.3,141370
1,65,8,8,7,44,0,2,78.9,1398672
1,20,3,99,5,40,0,10,6.8,987085
2,52,7,99,9,30,0,10,246.3,2198187
2,30,5,9,5,44,0,3,13.5,1727517
2,35,5,8,7,44,0,4,15.9,2166623
1,41,6,8,7,44,0,2,1.1,489486
1,56,7,8,7,44,0,5,1.1,2294109
1,29,4,8,7,44,0,8,9.2,1422043
1,27,4,9,5,44,0,10,20.5,458374
1,55,7,99,9,40,0,10,215.9,1022561
2,60,7,99,9,30,0,10,173.7,947279
1,37,5,2,5,44,0,6,95.8,473193
2,60,7,99,7,40,0,10,189.7,791373
2,51,7,8,9,44,0,4,16.9,2079007
1,49,6,8,7,44,0,4,7.3,1000346
1,27,4,8,7,44,0,2,20.9,1447352
2,53,7,99,9,20,0,10,370.6,2019271
1,65,8,99,9,40,0,10,124.8,150219
1,60,7,8,9,44,0,7,231.9,726909
1,49,6,99,5,30,0,10,323.9,458859
2,27,4,8,9,36,0,7,23.5,970322
2,29,4,8,9,44,0,4,24.9,287376
2,46,6,99,7,36,0,10,4.9,2386767
2,19,3,9,8,44,0,5,2.9,270438
1,52,7,8,7,44,0,6,298.9,1266573
2,62,7,99,9,30,0,7,391.3,2073704
2,27,4,8,9,44,0,3,18.8,966894
1,32,5,2,8,44,0,3,42.9,696126
2,61,7,99,2,40,0,10,386.8,2157552
2,58,7,99,10,30,0,10,16.8,2092787
1,56,7,99,7,44,0,8,111.5,2107878
1,29,4,8,7,44,0,10,10.7,1575967
2,66,8,99,7,30,0,10,441.0,1821600
1,51,7,99,9,20,0,9,67.5,2336110
1,32,5,8,7,44,0,8,11.9,1363799
1,35,5,9,7,44,0,5,72.9,1465125
2,55,7,99,7,30,0,10,334.4,813502
2,39,5,8,5,40,0,3,1.9,766262
2,47,6,8,7,43,0,7,4.4,871500
2,26,4,8,7,44,0,10,40.9,1943637
1,45,6,99,9,20,0,10,133.1,1640363
1,34,5,8,7,44,0,8,18.4,1540781
2,36,5,2,9,44,0,5,95.7,922049
1,26,4,2,6,44,0,5,22.9,1255795
1,55,7,8,9,40,0,6,408.7,748699
2,29,4,8,9,44,0,3,14.6,1981069
1,41,6,2,9,44,0,10,87.4,2350083
1,50,7,8,5,44,0,7,184.4,1169163
2,24,3,8,7,44,0,9,40.5,862314
2,58,7,2,9,40,0,3,460.9,953110
2,46,6,99,7,30,0,10,241.9,855226
1,68,8,99,2,40,0,9,47.9,441138
2,20,3,8,6,36,0,5,25.7,1752835
1,43,6,9,7,44,0,5,10.9,2269501
2,33,5,99,10,40,0,8,2.4,2095082
2,25,4,8,7,44,0,10,56.8,801392
2,62,7,99,7,30,0,8,513.9,1810997
2,23,3,8,8,44,0,5,9.9,1966778
1,42,6,8,7,44,0,7,14.9,1581356
2,29,4,2,8,44,0,4,29.1,275278
1,39,5,8,5,44,0,6,43.2,462632
1,43,6,99,9,40,0,8,85.0,2138429
1,28,4,8,9,1,0,9,10.9,1616232
1,45,6,8,7,44,0,3,17.9,1414304
1,43,6,99,11,30,0,10,202.9,751659
2,34,5,8,8,44,0,6,79.9,904280
1,36,5,99,8,40,0,5,22.9,365064
2,32,5,8,7,44,0,5,1.9,1849097
2,28,4,8,7,44,0,10,75.4,1943678
1,31,5,4,7,44,0,7,20.9,1550468
2,54,7,8,7,44,0,7,3.5,816882
1,50,7,8,7,44,0,6,38.9,545028
1,26,4,8,7,44,0,4,44.9,117626
2,38,5,8,7,44,0,9,20.9,259530
1,25,4,99,7,30,0,7,16.3,1406594
1,39,5,2,9,44,0,10,52.9,738977
1,37,5,99,9,20,0,10,178.9,1617386
1,32,5,8,7,44,0,3,2.8,1588024
2,44,6,8,1,44,0,10,7.6,1693132
2,31,5,99,9,40,0,10,19.8,1991301
1,24,3,8,6,44,0,3,34.4,1254648
1,27,4,8,7,44,0,7,38.9,1493764
1,32,5,8,7,44,0,4,25.6,526197
1,27,4,8,6,44,0,5,17.7,34910
1,45,6,2,5,44,0,9,230.4,473273
1,41,6,99,3,40,0,9,187.9,444399
2,57,7,8,7,44,0,9,127.4,1810324
1,49,6,8,2,30,0,10,222.9,440890
1,48,6,8,8,44,0,5,207.1,1018788
2,55,7,99,11,30,0,10,429.5,982139
1,26,4,8,4,44,0,6,18.9,17807
1,39,5,8,5,44,0,8,18.8,1223483
1,26,4,8,7,36,0,4,40.9,1396069
2,60,7,8,7,44,0,7,297.9,1855994
1,41,6,8,7,44,0,2,57.9,53190
1,34,5,8,7,44,0,7,58.2,331589
1,27,4,9,7,44,0,10,0.6,1315242
1,49,6,99,4,30,0,10,367.9,448040
2,54,7,8,7,44,0,9,88.9,2370380
1,31,5,99,9,20,0,10,21.3,1631208
2,39,5,99,9,40,0,10,207.1,2451739
2,47,6,8,6,44,0,5,17.5,1739949
1,33,5,8,7,44,0,7,23.4,99594
1,40,6,99,7,40,0,10,155.0,999435
1,34,5,2,5,44,0,5,11.8,31470
1,27,4,8,7,44,0,8,21.9,1580748
1,33,5,99,9,40,0,10,99.3,163438
1,43,6,8,4,44,0,4,104.9,450207
2,58,7,2,11,44,0,9,136.9,2095967
1,56,7,8,4,44,0,5,14.9,1139530
1,76,8,2,9,5,0,9,133.9,151819
2,34,5,99,9,40,0,10,113.7,297233
1,20,3,2,7,24,0,4,4.4,1443385
1,74,8,99,7,40,0,10,533.2,1388897
2,41,6,99,9,25,0,10,140.5,299386
1,24,3,8,7,44,0,7,6.9,1267843
1,26,4,2,6,44,0,7,2.7,1254056
2,51,7,99,9,30,0,10,57.9,932856
1,35,5,99,7,40,1,9,115.6,1295669
1,57,7,8,7,44,0,9,123.9,676457
2,50,7,99,7,40,0,10,179.0,2394856
2,28,4,9,7,44,0,3,3.9,801315
2,33,5,99,9,40,0,8,152.6,2430423
1,48,6,8,6,44,0,2,9.8,36761
2,46,6,99,4,36,0,10,190.9,1707605
1,34,5,8,7,41,0,10,1.8,1324033
2,44,6,99,7,40,0,7,176.8,210070
1,65,8,99,7,36,0,10,341.6,2277758
2,35,5,8,7,44,0,10,1.6,213009
1,47,6,8,5,44,0,4,106.9,2228980
2,43,6,99,9,44,0,10,175.9,1980324
1,25,4,8,7,44,0,2,14.0,1392102
1,48,6,9,7,44,0,5,63.9,343111
1,47,6,8,7,44,0,8,129.8,1340650
1,35,5,8,6,44,0,8,13.7,41813
1,21,3,8,7,44,0,10,3.6,1516244
2,34,5,8,9,40,0,7,114.9,2052861
1,26,4,8,4,44,0,8,16.8,1154668
1,35,5,8,7,44,0,3,138.9,2243904
1,32,5,2,4,44,0,10,13.3,1152889
1,25,4,8,9,44,0,6,24.4,1686451
2,59,7,99,9,20,0,8,177.9,961743
1,57,7,99,9,40,0,8,436.9,734340
1,55,7,8,9,44,0,7,422.9,168285
2,31,5,2,9,24,0,4,58.5,2046435
1,69,8,99,6,36,0,7,490.8,1246368
2,33,5,8,7,44,0,6,33.3,881016
1,58,7,99,6,44,0,7,402.9,38107
1,71,8,99,5,40,0,10,439.9,988516
2,30,5,99,9,40,0,9,17.2,1971080
1,35,5,8,9,44,0,3,33.9,2156632
2,37,5,8,8,44,0,5,25.6,899969
1,21,3,8,7,44,0,8,5.8,620598
2,32,5,8,7,44,0,2,4.9,839384
1,47,6,99,5,30,0,10,322.9,1194493
1,54,7,2,9,42,0,10,122.4,715257
1,41,6,99,7,30,0,10,203.2,1273814
1,29,4,99,9,25,0,10,21.1,371866
1,44,6,8,7,44,0,3,3.9,566758
1,18,3,8,6,20,0,9,12.7,475321
2,38,5,8,7,44,0,5,52.1,807270
1,38,5,8,7,38,0,10,30.8,1278620
2,41,6,8,9,38,0,8,169.3,976827
1,27,4,8,7,44,0,7,4.5,1267763
2,49,6,99,7,30,0,10,117.9,1783130
2,25,4,8,7,44,0,4,48.9,1840709
1,45,6,8,4,44,0,2,227.9,1129841
1,35,5,9,6,44,0,4,110.6,1259530
2,33,5,8,7,44,0,9,19.8,2165800
1,32,5,8,6,44,0,10,4.5,1240792
1,35,5,4,9,40,0,5,130.9,1026588
2,43,6,8,7,44,0,7,11.6,1858026
1,35,5,8,7,44,0,10,68.9,1493541
1,39,5,8,5,44,0,6,9.9,2102015
1,34,5,8,4,44,0,5,38.4,447403
1,36,5,9,7,44,0,3,2.3,359389
1,27,4,8,7,44,0,5,76.6,1488332
1,68,8,99,9,20,0,9,187.2,1675643
2,37,5,8,7,44,0,2,26.4,1939534
2,46,6,99,9,40,0,10,87.9,2439760
2,18,3,8,7,44,0,3,0.9,266475
2,24,3,8,7,44,0,7,14.6,2410624
1,23,3,99,7,20,0,10,2.9,332970
1,31,5,9,7,44,0,4,47.7,1483087
2,52,7,99,7,40,0,10,272.9,819607
1,20,3,8,7,44,0,4,3.9,1002592
1,47,6,8,7,44,0,5,80.9,1573428
1,53,7,8,7,44,0,10,295.3,1446812
1,24,3,9,7,44,0,3,31.7,2108521
2,59,7,99,7,40,0,10,187.6,2399433
1,39,5,99,7,40,0,10,103.0,81718
2,42,6,9,9,44,0,2,72.6,294628
2,39,5,2,7,44,0,3,50.9,1763377
1,54,7,8,4,44,0,10,183.7,1142803
2,44,6,9,9,25,0,9,309.9,428025
2,38,5,99,9,20,0,10,12.0,2009111
1,56,7,99,7,40,0,10,103.7,552724
2,30,5,8,7,44,0,5,9.6,1895524
1,43,6,99,7,40,0,9,177.8,1306102
1,49,6,8,7,44,0,8,26.2,573697
1,19,3,9,7,44,0,8,11.8,1476371
2,25,4,8,7,44,0,5,3.6,1851876
1,37,5,99,7,40,0,10,167.3,97423
1,30,5,8,7,1,0,5,2.3,1548674
2,40,6,8,9,44,0,2,5.5,913596
2,25,4,8,8,44,0,6,4.6,905125
1,35,5,99,9,40,0,8,124.9,165185
2,34,5,99,9,25,0,10,21.3,421024
2,67,8,99,7,30,0,10,405.4,1821631
1,54,7,99,9,30,0,10,342.3,1658617
1,68,8,99,8,30,0,10,335.6,1600215
1,28,4,8,7,44,0,5,95.9,1388123
1,40,6,9,7,44,0,6,7.5,1009038
2,36,5,8,8,42,0,3,31.7,2416463
2,53,7,99,5,40,0,10,176.2,1729621
1,40,6,9,1,44,0,3,10.5,2210819
1,54,7,9,7,44,0,5,27.8,597605
2,43,6,8,9,44,0,4,13.9,958037
2,37,5,8,7,44,0,2,56.9,1887638
1,20,3,9,7,36,0,5,1.2,1005837
1,35,5,8,7,44,0,8,30.1,618917
1,42,6,8,7,44,0,8,19.7,1572157
1,32,5,8,7,44,0,9,66.4,1331683
1,43,6,8,7,44,0,3,11.9,1487036
2,57,7,8,4,44,0,5,23.3,1712701
1,36,5,8,7,44,0,4,77.9,2284127
2,26,4,2,7,44,0,3,1.9,1814340
1,20,3,8,7,44,0,10,7.7,2302792
1,50,7,99,5,40,0,10,333.1,28666
1,27,4,8,9,44,0,6,0.9,155948
1,29,4,99,9,40,0,10,12.6,161152
2,59,7,99,9,40,0,10,113.7,302192
1,30,5,8,7,42,1,10,48.3,666024
1,55,7,2,9,44,0,2,47.9,1673581
2,21,3,99,7,36,0,10,11.3,1051476
2,24,3,8,7,44,0,6,46.4,2415660
1,43,6,99,7,40,0,9,200.3,548604
1,41,6,8,7,44,0,8,248.9,516910
1,60,7,99,8,30,0,10,475.5,687940
1,49,6,4,6,22,0,9,105.9,486664
1,32,5,8,7,28,0,6,60.9,1361758
1,58,7,99,5,30,0,10,237.9,460584
2,64,7,9,3,44,0,3,200.9,2157818
2,53,7,8,7,44,0,3,45.9,1757374
1,35,5,8,7,44,0,6,49.9,499758
1,38,5,2,9,44,0,4,44.9,736907
1,35,5,2,7,44,0,5,17.9,1564171
1,41,6,9,7,44,0,8,5.9,2299820
2,47,6,99,9,40,0,8,268.5,2427514
1,48,6,9,7,44,1,8,48.3,685371
2,30,5,9,7,44,0,3,15.4,1836438
1,46,6,8,11,19,0,9,52.9,751716
2,36,5,99,9,20,0,10,129.1,2001162
2,39,5,8,6,44,0,5,50.9,1745870
2,21,3,2,7,44,0,7,22.7,839823
2,58,7,99,7,40,0,10,436.5,221109
1,39,5,99,7,30,0,8,68.6,1001710
1,48,6,8,7,44,0,8,25.8,656325
1,45,6,99,8,40,0,10,182.2,145125
1,63,7,99,9,40,0,10,211.3,2328639
2,23,3,9,7,44,1,9,9.9,870965
1,37,5,2,7,4,0,9,16.1,1553856
1,16,2,4,5,33,0,2,8.7,1162049
1,50,7,8,6,44,0,8,3.7,1238300
1,30,5,99,9,40,0,10,74.9,2328625
2,31,5,9,9,44,0,2,15.3,2072837
2,33,5,99,9,40,0,10,16.3,295388
2,49,6,99,9,40,0,10,26.7,1061691
1,57,7,99,9,40,0,9,247.2,2345868
2,54,7,99,7,30,0,10,350.7,818190
1,67,8,99,8,40,0,7,561.9,365253
2,41,6,9,7,44,0,8,28.4,1912205
2,30,5,99,9,40,0,10,20.6,2443315
1,47,6,8,7,44,0,4,12.9,1589326
2,23,3,8,7,44,0,5,19.5,882700
2,32,5,8,7,36,0,7,93.7,1826733
1,34,5,8,4,44,0,10,2.4,1147449
2,20,3,8,7,36,0,8,3.9,1876423
2,27,4,99,4,30,0,6,51.9,2355347
1,41,6,99,6,40,0,8,128.9,1227608
2,24,3,8,6,22,0,3,25.5,1745930
1,43,6,99,9,30,0,10,165.1,2146437
2,36,5,2,8,44,0,2,144.9,1058150
1,35,5,8,9,36,0,8,48.9,1688047
2,43,6,2,4,44,0,4,31.9,760222
2,53,7,2,9,28,0,9,249.3,1059550
2,37,5,8,7,44,0,5,20.4,1930545
1,24,3,8,7,44,0,3,3.9,1411999
1,39,5,8,4,44,0,2,5.0,2220896
2,21,3,8,7,44,0,7,9.6,1052406
2,48,6,99,7,44,0,10,168.9,1789217
1,46,6,99,9,40,0,10,167.0,1617616
2,39,5,9,5,44,0,10,17.6,1725322
2,28,4,9,9,44,0,6,84.8,924504
1,57,7,8,9,40,0,7,211.3,728748
2,25,4,2,9,36,0,7,8.9,315118
1,26,4,9,9,40,0,10,6.0,1023023
2,35,5,8,7,44,0,5,27.4,827542
1,58,7,99,9,30,0,10,345.1,738660
2,53,7,8,3,44,0,3,7.5,756705
1,32,5,8,7,44,0,6,25.7,136472
1,30,5,2,5,44,0,3,52.9,1156877
2,43,6,9,4,44,0,4,3.1,1712410
1,27,4,8,7,44,0,4,2.9,1341159
1,40,6,99,9,40,0,10,116.9,704008
1,20,3,8,7,44,0,7,2.3,116022
1,23,3,8,7,44,0,5,7.9,1008727
1,32,5,8,7,44,0,9,22.1,633663
1,24,3,8,7,44,0,3,11.7,1442612
1,54,7,99,9,30,0,10,425.9,371182
1,19,3,9,7,44,0,10,3.3,1298402
1,40,6,9,9,44,0,3,39.9,152985
1,37,5,4,7,40,0,10,10.6,112571
1,41,6,99,9,40,0,9,172.0,2334120
1,50,7,99,7,40,0,9,163.9,1327174
1,40,6,8,7,36,0,5,33.9,1319813
1,38,5,8,7,44,0,4,39.9,2293230
2,55,7,99,9,40,0,10,386.8,2190261
1,22,3,8,7,44,0,8,12.7,1528912
1,44,6,9,4,44,0,6,13.9,1148679
2,62,7,8,9,44,0,6,210.9,1074439
1,29,4,9,7,44,0,5,12.3,70203
1,65,8,8,6,44,0,2,177.9,1243547
2,65,8,99,7,30,0,10,246.0,815512
1,27,4,8,9,40,0,4,95.4,2139868
2,59,7,99,5,40,0,10,213.3,761424
2,27,4,8,7,44,0,10,2.3,858226
1,29,4,99,9,30,0,8,8.5,1686759
2,50,7,8,7,44,0,5,10.8,806880
2,34,5,99,9,30,0,9,32.2,910533
1,23,3,8,7,44,0,6,2.9,1564803
2,32,5,99,9,25,0,10,21.9,425128
2,29,4,99,7,30,0,10,11.6,855011
1,39,5,8,5,44,0,9,103.9,472818
1,28,4,8,8,44,0,4,23.9,1599150
2,45,6,99,5,44,0,9,157.0,1725407
1,31,5,8,2,44,0,10,0.9,2213197
2,32,5,2,7,44,0,10,29.2,211841
1,24,3,8,6,44,0,3,25.6,481468
1,44,6,99,5,30,0,10,295.0,1160077
2,67,8,99,9,40,0,10,386.8,2205161
1,19,3,8,7,44,0,2,9.9,1386505
2,37,5,99,7,30,0,10,117.6,1773840
1,55,7,9,7,36,0,5,375.9,1298903
2,25,4,8,7,44,0,3,47.4,399484
1,57,7,2,9,44,0,5,10.9,1646587
1,23,3,8,7,36,0,5,9.9,2277023
2,51,7,99,9,40,0,9,313.2,2420905
1,43,6,2,9,8,0,7,29.2,697126
1,37,5,8,7,44,0,9,47.3,539463
1,35,5,8,7,44,0,9,5.5,2320247
1,38,5,8,7,44,0,3,32.5,1440488
2,34,5,8,7,44,0,8,8.8,896299
2,35,5,2,9,36,0,4,3.9,295004
1,35,5,9,7,44,0,7,0.6,2115451
1,27,4,8,7,44,0,5,5.5,1588359
2,45,6,99,7,40,0,10,272.9,224461
2,19,3,8,7,44,0,7,1.4,885495
1,42,6,9,7,40,0,10,12.2,2272321
1,60,7,2,9,40,0,7,150.9,1656867
2,59,7,99,7,40,0,10,167.9,787531
2,38,5,99,9,30,0,9,172.9,1976967
1,46,6,8,2,44,0,6,5.9,1089780
1,19,3,8,6,44,0,10,5.5,475329
1,38,5,99,7,24,0,10,172.3,537580
1,26,4,8,9,44,0,4,34.9,1026370
1,19,3,8,7,44,0,10,32.6,1561242
1,21,3,2,7,44,0,5,0.7,1410445
1,50,7,99,9,40,0,7,317.3,2339719
1,34,5,8,7,44,0,2,87.9,516172
2,24,3,8,7,44,0,7,6.8,1940207
2,33,5,2,7,40,0,10,46.7,788919
1,38,5,2,7,38,1,10,49.4,1430717
1,51,7,99,5,24,0,10,222.1,1164593
1,38,5,99,7,30,0,10,173.8,583520
2,46,6,99,7,40,0,10,215.9,1847460
2,33,5,99,9,40,0,10,27.3,1969061
2,25,4,99,7,40,0,10,20.8,395575
2,54,7,99,3,30,0,10,395.9,756502
1,39,5,4,7,41,0,9,81.6,1470829
2,52,7,8,7,36,0,4,46.9,244924
2,42,6,99,9,25,0,10,214.9,2024312
1,57,7,8,7,44,0,2,460.6,585222
2,35,5,9,7,44,0,4,7.8,1905919
2,38,5,99,7,30,0,10,46.4,853863
1,27,4,9,7,38,0,7,20.9,645215
1,31,5,2,7,44,0,7,113.6,1484158
1,23,3,2,7,44,0,2,11.1,90571
2,40,6,9,5,40,0,10,20.9,2358929
2,20,3,8,7,44,0,3,2.9,1944591
1,36,5,8,7,38,0,10,133.8,1511989
1,52,7,99,7,40,0,10,13.9,81100
1,25,4,2,7,36,0,8,76.7,534784
1,36,5,2,7,44,0,8,185.9,632896
2,40,6,99,9,40,0,10,57.0,2199105
1,38,5,99,9,40,0,10,213.9,1024314
1,24,3,9,6,44,0,6,43.9,2238090
2,42,6,99,1,40,0,7,178.5,2352050
1,25,4,8,7,44,0,3,2.9,1392796
2,29,4,99,9,40,0,10,71.7,2208094
1,43,6,9,4,44,0,5,213.8,12526
1,25,4,8,7,44,0,5,17.4,1418538
2,34,5,8,7,44,0,3,52.0,2385308
1,41,6,99,9,16,0,9,163.9,718413
1,51,7,99,9,20,0,7,221.9,1659473
1,48,6,8,4,44,0,10,113.3,1141114
1,32,5,4,7,44,0,6,132.4,139279
2,47,6,8,8,44,0,8,9.9,1968623
1,45,6,99,7,40,0,9,179.9,1292289
1,31,5,8,7,44,0,6,16.9,542810
2,45,6,9,4,44,0,10,68.9,1712889
1,52,7,8,5,44,0,8,0.8,1185914
1,29,4,8,7,44,0,9,80.9,1496506
1,35,5,8,7,44,0,8,55.9,1016579
2,32,5,8,7,44,0,7,15.4,881056
1,32,5,8,9,42,0,10,20.7,744922
1,25,4,2,8,44,0,3,30.4,1594917
1,33,5,2,7,44,0,3,143.9,1424891
2,39,5,99,7,30,0,10,178.9,1778939
2,63,7,99,9,40,0,8,324.9,953810
2,32,5,8,7,44,0,5,36.3,404282
1,61,7,99,7,40,0,10,279.7,1466136
2,44,6,9,9,40,0,10,14.9,1067301
1,61,7,99,9,30,0,9,371.7,704838
2,36,5,8,9,1,0,5,10.9,278105
1,25,4,8,9,34,0,2,14.6,706472
1,33,5,8,7,44,0,9,27.7,556170
1,46,6,2,6,44,0,2,2.9,2242488
1,44,6,9,7,44,0,3,9.2,137302
1,19,3,8,7,44,0,3,1.9,1443241
1,26,4,2,7,44,0,4,91.9,1480908
1,31,5,8,7,44,0,7,0.6,526227
1,38,5,8,3,44,0,4,55.9,1107816
2,26,4,99,7,30,0,10,44.9,825431
1,39,5,8,5,44,0,8,33.4,1196369
2,38,5,99,7,30,0,10,119.2,1853454
1,24,3,9,7,44,0,5,51.9,2278293
1,32,5,8,9,44,0,8,20.9,170673
2,22,3,8,7,44,0,4,10.9,260473
2,30,5,99,9,30,0,10,11.0,951602
2,29,4,99,9,40,0,10,21.5,2193777
2,37,5,8,7,44,0,2,12.3,1954104
2,45,6,99,9,40,0,10,174.1,2200204
2,65,8,99,9,30,0,10,476.9,2015997
2,28,4,8,7,44,0,7,37.7,255659
2,28,4,9,7,40,0,10,6.4,1041768
2,40,6,8,7,44,0,2,165.7,205587
1,29,4,8,7,44,0,5,20.6,1012658
1,49,6,2,7,44,0,2,59.8,1001619
1,36,5,8,7,44,0,5,44.9,72840
1,25,4,8,7,44,0,7,52.1,2255409
1,42,6,99,7,44,0,10,173.4,507447
2,51,7,99,9,40,0,10,294.9,2197550
2,54,7,99,9,40,0,10,35.9,2203827
1,54,7,8,9,40,0,5,379.9,731930
1,38,5,8,7,44,0,7,19.3,1568956
1,25,4,99,7,30,0,6,35.0,351954
1,48,6,99,7,40,0,10,377.4,557539
1,50,7,8,7,44,0,2,46.9,1346220
2,45,6,8,3,44,0,10,58.9,1700525
2,58,7,99,7,40,0,10,269.3,1890599
2,33,5,8,7,44,0,2,65.6,242688
1,26,4,99,7,30,0,10,6.9,1390107
1,23,3,8,7,44,0,9,4.3,1497407
2,60,7,8,7,36,0,10,346.8,1788482
1,43,6,99,9,40,0,10,155.0,2143890
1,23,3,8,7,44,0,10,52.2,595862
1,52,7,99,9,40,0,10,221.7,2340070
1,33,5,2,9,40,0,7,156.9,167618
1,32,5,99,9,40,0,10,17.6,1615812
2,33,5,8,7,44,0,6,0.9,1822169
1,52,7,8,7,44,0,8,89.4,572844
1,49,6,99,7,40,0,10,206.6,93872
1,43,6,8,3,44,0,5,10.8,445174
2,47,6,4,4,44,0,7,106.9,2356423
2,50,7,8,7,40,0,4,121.4,1759097
1,45,6,99,4,40,0,9,176.5,1130217
2,50,7,8,9,44,0,3,167.8,2085414
2,37,5,99,7,40,0,10,123.5,2397706
1,39,5,8,7,44,0,7,42.9,2122344
2,41,6,8,9,22,0,3,13.9,963273
2,48,6,99,9,30,0,7,208.3,2421838
1,29,4,8,3,44,0,10,70.4,1106094
1,31,5,8,7,44,0,4,0.6,1276470
1,46,6,8,4,44,0,10,15.9,1142986
1,23,3,2,6,44,0,6,29.2,1256407
1,47,6,99,7,40,0,9,187.9,1373779
1,60,7,99,7,36,0,10,406.6,542006
1,25,4,8,4,44,0,9,29.1,1138466
1,32,5,8,7,36,0,10,53.8,674023
2,23,3,9,7,44,0,7,1.1,1864429
2,69,8,99,7,30,0,10,415.5,392599
1,45,6,99,9,40,0,10,177.3,1681314
2,30,5,99,9,44,0,10,84.9,1987462
2,44,6,99,7,30,0,10,161.6,1853171
1,49,6,8,9,44,0,6,47.4,731146
1,49,6,2,9,44,0,8,1.8,1029587
1,25,4,8,7,44,0,3,13.7,1451415
1,28,4,8,7,44,0,6,1.3,570545
2,25,4,9,7,44,0,5,33.9,1766564
1,37,5,99,7,30,0,10,96.0,1309139
1,49,6,99,7,40,0,9,252.0,541697
2,38,5,8,7,44,0,7,18.9,1839580
1,24,3,2,8,44,0,7,44.6,147479
1,39,5,99,9,30,0,10,83.8,1614835
1,40,6,8,5,44,0,3,89.7,1156816
1,22,3,4,6,44,0,4,8.8,2242451
1,35,5,8,5,44,0,6,18.9,1164103
1,27,4,8,7,44,0,8,30.3,601944
1,47,6,99,3,40,0,10,261.9,6489
1,38,5,8,5,44,0,9,71.5,1184300
1,56,7,8,5,44,0,6,49.3,1198774
2,60,7,99,9,40,0,10,215.9,1066643
2,37,5,99,7,40,0,9,28.7,2375745
1,41,6,4,7,44,0,9,16.2,1330527
1,28,4,8,7,44,0,9,2.5,662318
2,39,5,9,9,44,0,7,26.2,1982020
2,32,5,2,7,44,0,4,47.9,872500
1,52,7,99,9,40,0,10,197.9,1024667
1,40,6,99,7,20,0,10,161.6,1335002
1,31,5,8,5,44,0,3,63.9,1189782
1,51,7,2,7,36,0,8,31.2,1543735
